REPORTER_DEA_NO	REPORTER_BUS_ACT	REPORTER_NAME	REPORTER_ADDL_CO_INFO	REPORTER_ADDRESS1	REPORTER_ADDRESS2	REPORTER_CITY	REPORTER_STATE	REPORTER_ZIP	REPORTER_COUNTY	BUYER_DEA_NO	BUYER_BUS_ACT	BUYER_NAME	BUYER_ADDL_CO_INFO	BUYER_ADDRESS1	BUYER_ADDRESS2	BUYER_CITY	BUYER_STATE	BUYER_ZIP	BUYER_COUNTY	TRANSACTION_CODE	DRUG_CODE	NDC_NO	DRUG_NAME	QUANTITY	UNIT	ACTION_INDICATOR	ORDER_FORM_NO	CORRECTION_NO	STRENGTH	TRANSACTION_DATE	CALC_BASE_WT_IN_GM	DOSAGE_UNIT	TRANSACTION_ID	Product_Name	Ingredient_Name	Measure	MME_Conversion_Factor	Combined_Labeler_Name	Revised_Company_Name	Reporter_family	dos_str
RQ0188981	DISTRIBUTOR	QUEST PHARMACEUTICALS INC	null	300 EAST CHESTNUT STREET	PO BOX 270	MURRAY	KY	42071	CALLOWAY	BM9014553	RETAIL PHARMACY	MORTONS DISCOUNT DRUG	null	10 DEMPSEY LANE	null	CORBIN	KY	40701	WHITLEY	S	9193	00591050205	HYDROCODONE	2.0	null	null	null	null	null	04102012	4.5405	1000.0	2019	HYDROCODONE BIT./ACET.,7.5MG & 650MG	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Quest Pharmaceuticals Inc	7.5
RO0153609	DISTRIBUTOR	CARDINAL HEALTH	null	71 MIL-ACRES DR	null	WHEELING	WV	26003	OHIO	FO2216794	CHAIN PHARMACY	OHIO CVS STORES, L.L.C.	DBA: CVS/PHARMACY  # 08932	8059 DARROW RD.	null	TWINSBURG	OH	44087	SUMMIT	S	9193	00603388728	HYDROCODONE	1.0	null	null	null	null	null	07032012	3.0269999999999997	500.0	1207009212	HYDROCODONE.BIT./ACET.,10MG & 325MG/	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Cardinal Health	10.0
RA0316958	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORPORATION	null	501 PATRIOT PARKWAY	null	ROANOKE	TX	76262	DENTON	FF1692373	RETAIL PHARMACY	FRED'S PHARMACY # 1999	null	902 WEST MAIN STREET	null	HOMER	LA	71040	CLAIBORNE	S	9193	00603388832	HYDROCODONE	1.0	null	null	null	null	null	03092012	6.053999999999999	1000.0	36470	HYDROCODONE.BIT & ACETA  10MG & 500M	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	AmerisourceBergen Drug	10.0
RW0294493	DISTRIBUTOR	WALGREEN CO	null	28727 OREGON ROAD	ATTN: C II MANAGER	PERRYSBURG	OH	43551	WOOD	FW0182600	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 10251	1410 S US HWY 27	null	ST JOHNS	MI	48879	CLINTON	S	9193	00591320201	HYDROCODONE	1.0	null	null	null	null	null	02022012	0.3027	100.0	25116	HYDROCODONE BITARTRATE AND ACETA 5MG	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	5.0
RA0316958	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORPORATION	null	501 PATRIOT PARKWAY	null	ROANOKE	TX	76262	DENTON	AT7951317	RETAIL PHARMACY	TAHLEQUAH MEDICAL CTR PHARM	null	1500 EAST DOWNING	SUITE 106	TAHLEQUAH	OK	74464	CHEROKEE	S	9143	60951071270	OXYCODONE	2.0	null	null	12X001198	null	null	03282012	1.7930000000000001	200.0	64409	ENDOCET - 10MG OXYCODONE.HCL/325MG A	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	AmerisourceBergen Drug	10.0
RW0133479	DISTRIBUTOR	WAL-MART PHARMACY WAREHOUSE	null	4501 WAL-MART WAY	null	TIFTON	GA	31794	TIFT	BW5479363	CHAIN PHARMACY	WAL-MART PHARMACY 10-1173	null	8808 BEACH BLVD	null	JACKSONVILLE	FL	32216	DUVAL	S	9193	00406035901	HYDROCODONE	2.0	null	null	null	null	null	12122012	0.9081	200.0	1212002609	HYDROCODONE BITARTRATE & ACETAMINOPH	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
PM0003094	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	2700 NORTH AMERICA DRIVE	WEST SENECA	NY	14224	ERIE	AW7414357	CHAIN PHARMACY	WEGMANS FOOD MARKETS, INC	null	7519 OSWEGO ROAD	ATTN: PHARMACY	LIVERPOOL	NY	13090	ONONDAGA	S	9143	00406051201	OXYCODONE	3.0	null	null	12X000318	null	null	12202012	1.34475	300.0	1212016257	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5.0
RW0281953	DISTRIBUTOR	WALGREEN CO	null	710 OVILLA ROAD	null	WAXAHACHIE	TX	75167	ELLIS	BW5380718	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 04131	4520 WESTERN CENTER BLVD	null	HALTOM CITY	TX	76137	TARRANT	S	9193	00591054005	HYDROCODONE	2.0	null	null	null	null	null	07202012	6.053999999999999	1000.0	12398	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	10.0
RW0165731	DISTRIBUTOR	WAL-MART PHARMACY WAREHOUSE	null	#28	801 COR-DA BOULEVARD	CRAWFORDSVILLE	IN	47933	MONTGOMERY	BW5495381	CHAIN PHARMACY	WAL-MART PHARMACY 10-2080	null	6020 B DRIVE NORTH	null	BATTLE CREEK	MI	49014	CALHOUN	S	9193	00406036101	HYDROCODONE	1.0	null	null	null	null	null	03052012	0.6054	100.0	1203013181	HYDROCODO.BIT 10MG&AC USP TAB	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Wal-Mart	10.0
RD0108200	DISTRIBUTOR	CARDINAL HEALTH	null	11 CENTENNIAL DRIVE	null	PEABODY	MA	1960	ESSEX	BS2620741	CHAIN PHARMACY	HANNAFORD BROS. CO., LLC	DBA HANNAFORD SUPERMARKET & PHARMACY #8123	STE 1 225 HIGH ST	null	ELLSWORTH	ME	4605	HANCOCK	S	9143	63481062370	OXYCODONE	2.0	null	null	121630767	null	null	04262012	0.8965	200.0	1204073728	PERCOCET (OXYCODONE HCL/ACETA) 5MG/3	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	5.0
RM0138328	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	4012 S PURDUE AVE	OKLAHOMA CITY	OK	73179	OKLAHOMA	BR0405161	RETAIL PHARMACY	RANDY'S PHARMACY, INC	null	1310 MAIN STREET	null	WOODWARD	OK	73801	WOODWARD	S	9143	60951071270	OXYCODONE	3.0	null	null	12X000086	null	null	04132012	2.6895	300.0	1204074185	ENDOCET - 10MG OXYCODONE.HCL/325MG A	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	10.0
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BR5446794	CHAIN PHARMACY	RITE AID OF MARYLAND, INC.	RITE AID #4810	1720 MAIN STREET	null	CHESTER	MD	21619	QUEEN ANNES	S	9143	59011046010	OXYCODONE	1.0	null	null	123990609	null	null	09122012	5.379	100.0	1209056646	OXYCONTIN 60MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	McKesson Corporation	60.0
RW0281953	DISTRIBUTOR	WALGREEN CO	null	710 OVILLA ROAD	null	WAXAHACHIE	TX	75167	ELLIS	AW9639583	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 06239	105 WEST ROAD	null	HOUSTON	TX	77037	HARRIS	S	9193	00591320301	HYDROCODONE	1.0	null	null	null	null	null	03302012	0.45405	100.0	26322	HYDROCODONE BITARTRATE AND ACETA 7.5	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	7.5
RW0282145	DISTRIBUTOR	WAL-MART PHARMACY WHSE #45	null	2250 NORTH 8TH STREET	SUITE 102-A	ROGERS	AR	72756	BENTON	BW6733693	CHAIN PHARMACY	WAL-MART PHARMACY 10-2753	null	1455 HIGHWAY 441 SOUTH	null	CLAYTON	GA	30525	RABUN	S	9143	10702000901	OXYCODONE	2.0	null	null	123063655	null	null	10252012	5.379	200.0	1210159444	OXYCODONE HCL 30MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	Wal-Mart	30.0
RW0282145	DISTRIBUTOR	WAL-MART PHARMACY WHSE #45	null	2250 NORTH 8TH STREET	SUITE 102-A	ROGERS	AR	72756	BENTON	BW8605896	CHAIN PHARMACY	WAL-MART PHARMACY 10-5286	null	9320 NORTH PENN AVE	null	THE VILLAGE	OK	73120	OKLAHOMA	S	9143	53746020401	OXYCODONE	1.0	null	null	121903374	null	null	07102012	0.8965	100.0	1207125561	OXYCODONE HCL/ACETAMINOPHEN TABS 10M	OXYCODONE HYDROCHLORIDE	TAB	1.5	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Wal-Mart	10.0
RW0269654	DISTRIBUTOR	CARDINAL HEALTH	null	1120 COMMERCE BLVD	null	SWEDESBORO	NJ	8085	GLOUCESTER	BK6537863	CHAIN PHARMACY	KMART PHARMACY #3949	null	803 MALE ROAD	null	WIND GAP	PA	18091	NORTHAMPTON	S	9193	00406036601	HYDROCODONE	1.0	null	null	null	null	null	11132012	0.45405	100.0	1211036058	HYDROCODONE BIT/ACETA 7.5MG/325MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Cardinal Health	7.5
RC0238104	DISTRIBUTOR	CARDINAL HEALTH	null	2512 WESTCOTT BLVD	null	KNOXVILLE	TN	37931	KNOX	AC2041135	RETAIL PHARMACY	CORNER PRESCRIPTION SHOPPE	null	INC	401 SYCAMORE STREET	WILLIAMSBURG	KY	40769	WHITLEY	S	9193	53746010901	HYDROCODONE	1.0	null	null	null	null	null	07132012	0.3027	100.0	1207036662	HYDROCODONE BIT./ACETAMINOPHEN TABS.	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Cardinal Health	5.0
RW0204026	DISTRIBUTOR	WALGREEN CO	null	DBA: WALGREEN WAREHOUSE	2370 E MAIN STREET	WOODLAND	CA	95776	YOLO	BW6831970	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 05621	6011 RANGEWOOD DRIVE	null	COLORADO SPRINGS	CO	80918	EL PASO	S	9143	10702005601	OXYCODONE	3.0	null	null	124219171	null	null	12052012	2.6895	300.0	65540	OXYCODONE HCI 10MG TABLETS USP	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	Walgreen Co	10.0
RA0289276	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	12727 WEST AIRPORT BLVD	null	SUGAR LAND	TX	77478	FORT BEND	BN6719059	RETAIL PHARMACY	NORTHWEST PHARMACY	null	1445 NORTH LOOP WEST	SUITE 190	HOUSTON	TX	77008	HARRIS	S	9193	00591050301	HYDROCODONE	4.0	null	null	null	null	null	09042012	2.4216	400.0	588	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	AmerisourceBergen Drug	10.0
RC0221236	DISTRIBUTOR	CARDINAL HEALTH	null	1240 GLUCKSTADT ROAD	null	MADISON	MS	39110	MADISON	BC6982587	RETAIL PHARMACY	CARTER-SAVE RITE PHARMACY	null	6390 WASHINGTON AVE	null	OCEAN SPRINGS	MS	39564	JACKSON	S	9193	00406036601	HYDROCODONE	1.0	null	null	null	null	null	07312012	0.45405	100.0	1207114520	HYDROCODONE BIT/ACETA 7.5MG/325MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Cardinal Health	7.5
RH0197170	DISTRIBUTOR	CVS INDIANA	null	7590 EMPIRE DR, DOORS 116-123	null	INDIANAPOLIS	IN	46219	MARION	BC5180699	CHAIN PHARMACY	HIGHLAND PARK CVS, L.L.C.	DBA: CVS/PHARMACY  # 08735	3940 WEST FULLERTON	null	CHICAGO	IL	60647	COOK	S	9193	00603388728	HYDROCODONE	1.0	null	null	null	null	null	11302012	3.0269999999999997	500.0	143142	HYDROCODONE.BIT./ACET.,10MG & 325MG/	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	CVS	10.0
RW0294493	DISTRIBUTOR	WALGREEN CO	null	28727 OREGON ROAD	ATTN: C II MANAGER	PERRYSBURG	OH	43551	WOOD	FW0275518	CHAIN PHARMACY	WALGREEN CO	DBA: WALGREENS #11167	1502 INDUSTRIAL ROAD	null	EMPORIA	KS	66801	LYON	S	9143	00228287911	OXYCODONE	1.0	null	null	120236498	null	null	04262012	2.6895	100.0	264322	OXYCODONE HCL 30MG TABLETS, 100 CT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	30.0
RD0108200	DISTRIBUTOR	CARDINAL HEALTH	null	11 CENTENNIAL DRIVE	null	PEABODY	MA	1960	ESSEX	AH8523323	CHAIN PHARMACY	CVS PHARMACY, INC.	DBA: CVS/PHARMACY  # 00373	250 WHITING FARMS ROAD	null	HOLYOKE	MA	1040	HAMPDEN	S	9143	00406055201	OXYCODONE	12.0	null	null	120931846	null	null	05162012	5.379	1200.0	1205051382	OXYCODONE HYDROCHLORIDE TABLETS 5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Cardinal Health	5.0
PF0000012	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	9501 NORWALK BLVD	SANTA FE SPRINGS	CA	90670	LOS ANGELES	BC2584591	CHAIN PHARMACY	GARFIELD BEACH CVS, L.L.C.	DBA: CVS/PHARMACY  # 09105	12358 POWAY ROAD	null	POWAY	CA	92064	SAN DIEGO	S	9143	10702005601	OXYCODONE	3.0	null	null	123242290	null	null	11272012	2.6895	300.0	1211041225	OXYCODONE HCI 10MG TABLETS USP	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	McKesson Corporation	10.0
RA0287020	DISTRIBUTOR	ANDA PHARMACEUTICALS INC	null	6500 ADELAIDE COURT	null	GROVEPORT	OH	43125	FRANKLIN	BC0322292	RETAIL PHARMACY	CANNON DRUG CO	null	DBA CANNON PHARMACY	342 E PARKER RD	MORGANTON	NC	28655	BURKE	S	9193	00591054005	HYDROCODONE	1.0	null	null	null	null	null	04142012	3.0269999999999997	500.0	1204019674	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Anda, Inc	10.0
RW0243725	DISTRIBUTOR	CARDINAL HEALTH	null	2901 ENLOE ST	null	HUDSON	WI	54016	SAINT CROIX	BF5659846	RETAIL PHARMACY	MAYO CLINIC HEALTH SYSTEM SKEMP PHARMACY	null	800 WEST AVE SOUTH	SUITE 101	LA CROSSE	WI	54601	LA CROSSE	S	9193	00603389121	HYDROCODONE	1.0	null	null	null	null	null	03212012	0.45405	100.0	1203017338	HYDROCODONE BITARTRATE/ACETA 7.5MG/3	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Cardinal Health	7.5
RM0173055	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO	400 DELRAN PARKWAY	DELRAN	NJ	8075	BURLINGTON	BA6687404	RETAIL PHARMACY	ADLER'S PHARMACY	null	MARK ADLER, RPHI	524 WILLIAMSTOWN RD	SICKLERVILLE	NJ	8081	CAMDEN	S	9143	00406853001	OXYCODONE	4.0	null	null	12X000230	null	null	10292012	10.758	400.0	1210025265	OXYCODONE HYDROCHLORIDE 30MG TABLET	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	30.0
RW0165731	DISTRIBUTOR	WAL-MART PHARMACY WAREHOUSE	null	#28	801 COR-DA BOULEVARD	CRAWFORDSVILLE	IN	47933	MONTGOMERY	BW1935064	CHAIN PHARMACY	WAL-MART PHARMACY 10-1332	null	1601 CORNHUSKERS DRIVE	null	SOUTH SIOUX CITY	NE	68776	DAKOTA	S	9193	00603388728	HYDROCODONE	1.0	null	null	null	null	null	11052012	3.0269999999999997	500.0	1211038420	HYDROCODONE.BIT./ACET.,10MG & 325MG/	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Wal-Mart	10.0
RW0199908	DISTRIBUTOR	WAL-MART PHCY WAREHOUSE #46	null	11121 ELLIOT PLACE	null	WILLIAMSPORT	MD	21795	WASHINGTON	BW5355727	CHAIN PHARMACY	WAL-MART PHARMACY 10-2093	null	710 HORATIO ST	null	UTICA	NY	13502	ONEIDA	S	9193	00406036001	HYDROCODONE	1.0	null	null	null	null	null	01182012	0.45405	100.0	1201010537	HYDROCODO.BIT/APAP 7.5MG/750MG USP T	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
PW0122262	DISTRIBUTOR	WALGREEN CO	null	2455 PREMIER ROW	null	ORLANDO	FL	32809	ORANGE	BW6590841	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 05297	42 BLANDING BLVD	null	ORANGE PARK	FL	32073	CLAY	S	9193	00591034905	HYDROCODONE	1.0	null	null	null	null	null	04052012	1.5135	500.0	2982	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	5.0
RH0197170	DISTRIBUTOR	CVS INDIANA	null	7590 EMPIRE DR, DOORS 116-123	null	INDIANAPOLIS	IN	46219	MARION	AH2697425	CHAIN PHARMACY	HOOK-SUPERX, L.L.C.	DBA: CVS/PHARMACY  # 06618	105 NORTH PARK AVE	null	ALEXANDRIA	IN	46001	MADISON	S	9193	00406035805	HYDROCODONE	2.0	null	null	null	null	null	10082012	4.5405	1000.0	82487	HYDROCODONE BIT/ACETA 7.5MG/500MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	CVS	7.5
PM0030849	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	38220 PLYMOUTH RD	LIVONIA	MI	48150	WAYNE	BR0768880	CHAIN PHARMACY	RITE AID OF MICHIGAN, INC.	RITE AID #1745	512 GOODRICH STREET	null	VASSAR	MI	48768	TUSCOLA	S	9143	00378710501	OXYCODONE	1.0	null	null	120793313	null	null	06072012	0.672375	100.0	1206006925	OXYCODONE HCL/ACETAMINOPHEN 7.5MG/32	OXYCODONE HYDROCHLORIDE	TAB	1.5	Mylan Pharmaceuticals, Inc.	Mylan Pharmaceuticals, Inc.	McKesson Corporation	7.5
PM0000771	DISTRIBUTOR	MCKESSON CORPORATION	null	1515 KENDRICK LANE	null	LAKELAND	FL	33805	POLK	BP8253940	CHAIN PHARMACY	PUBLIX SUPER MARKETS	null	PUBLIX PHARMACY #0879	2424 SAND MINE RD	DAVENPORT	FL	33897	POLK	S	9143	00406051205	OXYCODONE	1.0	null	null	12X000059	null	null	10102012	2.24125	500.0	1210020136	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5.0
PR0205559	DISTRIBUTOR	CVS TN DISTRIBUTION, LLC	null	10017 KINGSTON PIKE	null	KNOXVILLE	TN	37922	KNOX	FS1834856	CHAIN PHARMACY	SOUTH CAROLINA CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 05845	640 LONG POINT RD.	null	MT PLEASANT	SC	29464	CHARLESTON	S	9193	00603388821	HYDROCODONE	1.0	null	null	null	null	null	01312012	0.6054	100.0	106471	HYDROCODONE.BIT & ACETA  10MG & 500M	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	CVS	10.0
RW0294493	DISTRIBUTOR	WALGREEN CO	null	28727 OREGON ROAD	ATTN: C II MANAGER	PERRYSBURG	OH	43551	WOOD	BB6064771	CHAIN PHARMACY	BOND DRUG COMPANY OF ILLINOIS, L.L.C.	DBA: WALGREENS # 04461	501 W ROOSEVELT RD	null	CHICAGO	IL	60607	COOK	S	9143	59011041010	OXYCODONE	1.0	null	null	123780711	null	null	10162012	0.8965	100.0	139796	OXYCONTIN 10MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Walgreen Co	10.0
RH0323775	DISTRIBUTOR	H D SMITH WHOLESALE DRUG CO.	null	1901 NW 25TH AVE., BOX 1	null	POMPANO BEACH	FL	33069	BROWARD	FA2275611	RETAIL PHARMACY	ADVENTIST HEALTH SYSTEM - SUNBELT INC	DBA: FLORIDA HOSPITAL RXPRESS PHARMACY # 4	7975 LAKE UNDERHILL ROAD	SUITE 125	ORLANDO	FL	32822	ORANGE	S	9143	00591093301	OXYCODONE	1.0	null	null	12X000028	null	null	03082012	0.672375	100.0	1263	OXYCODONE.HCL/APAP 7.5MG/325MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	H. D. Smith	7.5
RB0329501	MANUFACTURER	BRYANT RANCH PREPACK	null	1919 NORTH VICTORY PL	null	BURBANK	CA	91504	LOS ANGELES	FM0096190	PRACTITIONER-DW/275	MASKOWITZ, MARC (MD)	PAINCARE MEDICAL PRACTICE	1321 HOWE AVENUE	SUITE 225	SACRAMENTO	CA	95825	SACRAMENTO	S	9193	63629294702	HYDROCODONE	15.0	null	null	null	null	null	09252012	8.1729	1350.0	3100	HYDROCODONE BITARTRATE/APAP 10MG/325	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Bryant Ranch Prepack	Bryant Ranch Prepack	Bryant Ranch Prepack	10.0
RM0220688	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	3000 KENSKILL AVE	WASHINGTON CT HOUSE	OH	43160	FAYETTE	BL7232402	RETAIL PHARMACY	MARSH DRUGS, LLC #7311	null	2810 NICHOL AVENUE	null	ANDERSON	IN	46011	MADISON	S	9193	00591038505	HYDROCODONE	1.0	null	null	null	null	null	01042012	2.27025	500.0	1201026140	HYDROCODONE BIT.7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	7.5
RA0253877	DISTRIBUTOR	ADVANTAGE LOGISTICS	null	533 NORTH MALLICK ROAD	null	OGLESBY	IL	61348	LA SALLE	FN0777497	CHAIN PHARMACY	NEW ALBERTSONS, INC.	DBA SAV-ON PHARMACY # 6090	7075 WEST ANN ROAD	null	LAS VEGAS	NV	89130	CLARK	S	9143	00406055201	OXYCODONE	3.0	null	null	12X176925	null	1000	12022012	1.34475	300.0	36088	OXYCODONE HYDROCHLORIDE TABLETS 5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Advantage Logistics	5.0
RS0190443	DISTRIBUTOR	SAJ DISTRIBUTORS	null	3022 NORTH MIDLAND DRIVE	PO BOX 939	PINE BLUFF	AR	71603	JEFFERSON	BS5673771	CHAIN PHARMACY	SUPER D EXPRESS RX	null	533 W NETTLETON	null	JONESBORO	AR	72401	CRAIGHEAD	S	9193	00591038701	HYDROCODONE	1.0	null	null	null	null	null	04272012	0.45405	100.0	27168	HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	SAJ Distributors	7.5
RS0261379	DISTRIBUTOR	SMITH'S FOOD & DRUG CTR'S INC	null	D/B/A PEYTON'S PHOENIX	5305 W BUCKEYE RD	PHOENIX	AZ	85043	MARICOPA	BF8680060	CHAIN PHARMACY	FRED MEYER 663	null	16625 362ND AVENUE	null	SANDY	OR	97055	CLACKAMAS	S	9193	00074197314	HYDROCODONE	1.0	null	null	null	null	null	03022012	0.45405	100.0	13429	VICODIN ES TABLETS 7.5MG HYDROCODONE	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	AbbVie Inc.	AbbVie Inc.	Smith's Food & Drug Ctr's Inc	7.5
PW0122262	DISTRIBUTOR	WALGREEN CO	null	2455 PREMIER ROW	null	ORLANDO	FL	32809	ORANGE	FW2047531	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS #10791	10110 LYONS RD	null	BOYNTON BEACH	FL	33473	PALM BEACH	S	9193	00591050301	HYDROCODONE	1.0	null	null	null	null	null	09212012	0.6054	100.0	24042	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	10.0
PR0104593	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO	280 DIVIDEND RD	ROCKY HILL	CT	6067	HARTFORD	BR4226216	CHAIN PHARMACY	MAXI DRUG, INC.	RITE AID #10362	27 BROADWAY STREET	null	COLCHESTER	CT	6415	NEW LONDON	S	9143	00603499121	OXYCODONE	6.0	null	null	124796188	null	null	10182012	8.0685	600.0	1210028421	OXYCODONE HCL 15MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	15.0
RM0145347	DISTRIBUTOR	CVS PHARMACY, INC.	null	3 BERRY DRIVE	null	LUMBERTON	NJ	8048	BURLINGTON	BF9088255	CHAIN PHARMACY	CVS ALBANY, L.L.C.	DBA: CVS/PHARMACY  # 07881	97-15 METROPOLITAN AVENUE	null	FOREST HILLS	NY	11375	QUEENS	S	9193	00406036005	HYDROCODONE	1.0	null	null	null	null	null	09102012	2.27025	500.0	42684	HYDROCODO.BIT/APAP 7.5MG/750MG USP T	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	CVS	7.5
